SUBJECT,GAME,AF3_Delta_Power,AF3_Theta_Power,AF3_Alpha_Power,AF3_Beta_Power,AF4_Delta_Power,AF4_Theta_Power,AF4_Alpha_Power,AF4_Beta_Power,F3_Delta_Power,F3_Theta_Power,F3_Alpha_Power,F3_Beta_Power,F4_Delta_Power,F4_Theta_Power,F4_Alpha_Power,F4_Beta_Power,F7_Delta_Power,F7_Theta_Power,F7_Alpha_Power,F7_Beta_Power,F8_Delta_Power,F8_Theta_Power,F8_Alpha_Power,F8_Beta_Power,FC5_Delta_Power,FC5_Theta_Power,FC5_Alpha_Power,FC5_Beta_Power,FC6_Delta_Power,FC6_Theta_Power,FC6_Alpha_Power,FC6_Beta_Power,O1_Delta_Power,O1_Theta_Power,O1_Alpha_Power,O1_Beta_Power,O2_Delta_Power,O2_Theta_Power,O2_Alpha_Power,O2_Beta_Power,P7_Delta_Power,P7_Theta_Power,P7_Alpha_Power,P7_Beta_Power,P8_Delta_Power,P8_Theta_Power,P8_Alpha_Power,P8_Beta_Power,T7_Delta_Power,T7_Theta_Power,T7_Alpha_Power,T7_Beta_Power,T8_Delta_Power,T8_Theta_Power,T8_Alpha_Power,T8_Beta_Power
7,2,0.47081601918695015,0.1692716467097497,0.12945495824948397,0.09763967114835637,0.40592531516082886,0.12361640236042912,0.09146321630113899,0.12986940314125364,0.4194570009969131,0.025500428449827785,0.014785471406410414,0.01996955738184062,0.35989902734879137,0.029656682592547834,0.018779841555571455,0.02247638497998071,0.5479605085675643,0.13585264297609112,0.0769316340154117,0.10668214522565285,0.6960761794775205,0.14022708274786716,0.03594012822330028,0.04151731133279221,0.4831719326005866,0.07124550071004501,0.04791281833558609,0.07109020047655093,0.754869090388549,0.12195070129065033,0.030423242737001956,0.027814143035126936,0.4077174661357154,0.02510537404035676,0.020317659949633513,0.015512106549037475,0.4143097900579309,0.1049626536239327,0.10730031008410118,0.11059124444793297,0.4225381772017436,0.04442049912978379,0.03799051708868295,0.028541634370880035,0.36351375194402663,0.09251478543089112,0.12321759788704864,0.10087977151886703,0.4282882883743787,0.05474067052758286,0.046507538375208324,0.04520632372808274,0.35858586015135585,0.05976812378388194,0.06978405994331272,0.04386308186942382
7,3,0.5204135357349825,0.15176822582449026,0.1466540441312267,0.10645713938266502,0.4477504364003214,0.11806978498733264,0.11023117311686632,0.14553498531070963,0.37350559357739976,0.012625144678568387,0.007417391625003546,0.00865977121958573,0.4974361624609225,0.02831948381313039,0.02161940428013881,0.02181465372264869,0.5902588370068051,0.07551017959028086,0.06637968540766778,0.07776133298508364,0.34256387228417323,0.02831648245936868,0.015159782743264374,0.018119088037110938,0.45521975261390557,0.08965487128252303,0.09629230886492117,0.12162485810074636,0.735562009082563,0.116437444654551,0.0464682683466288,0.04050515099414309,0.3310594610859145,0.050969952986753136,0.07856766011346336,0.04511069049303062,0.3673540613906423,0.11060781118999355,0.19755515913003846,0.14602783640116618,0.42839627374283007,0.09432232513307147,0.12770152887601743,0.08009825876381502,0.36433683635348624,0.11204659384332455,0.17838632428633505,0.12585754886189077,0.40623931064149554,0.09228491596756408,0.09618725852810732,0.07005991691292579,0.36021958717993496,0.10462978000127104,0.15915970931809492,0.10052026957392726
7,4,0.3525936794562668,0.20372424482390292,0.15182881924260208,0.1342426378605387,0.414134332775369,0.06227493690158077,0.04873527239571649,0.08126308600155412,0.306543081751465,0.005599220904149021,0.003398841807578233,0.004647929869009708,0.2655554942980488,0.16537157887737697,0.1680384351210421,0.17862200792925426,0.3834955249710901,0.15357410810387873,0.14526930854108086,0.21369900606762843,0.38798363895569365,0.0260766889181128,0.01245446190851855,0.01785042970006373,0.4586182814640411,0.10204133276682603,0.09348105098922362,0.1401565610847136,0.7498502765242739,0.11571197583390602,0.04392094246798232,0.05226412576658722,0.23937147011576002,0.17847978122162844,0.22793181748537097,0.23268611340255202,0.21469719146960276,0.15407366356387742,0.23566325158643156,0.28291886088969515,0.23078011513266083,0.17772310738728195,0.22628206830763775,0.24170876887679985,0.5619994741846395,0.030468586619744945,0.04068340974487204,0.04742066735058505,0.5320213357979419,0.11904780023708633,0.11135319957815837,0.1286231103434729,0.4403477642186979,0.09232555336033735,0.13029308921625837,0.11192543743868677
8,1,0.4008924267278432,0.05350880201093755,0.04528889952644711,0.0867228722306798,0.4849830652599875,0.10832030344168438,0.09123598891240835,0.09461133236218616,0.3131925990620114,0.03001343582251382,0.026620302454023925,0.06795967652825372,0.5072449976412619,0.0316254521974828,0.023112503038440237,0.049897871348708225,0.41453770392485806,0.07267508153559879,0.07027506972263252,0.2036690188475272,0.41674671535525837,0.049516536065312484,0.03347762852358223,0.05418659748480019,0.3248880278281887,0.051604383869099435,0.05655508836452751,0.1950748841516195,0.40851908286954086,0.0457944645351992,0.024697820088063514,0.05016973018490002,0.3843747147611839,0.06931634181496807,0.0742632467422933,0.12261058557676419,0.46478471845051234,0.04464715030000473,0.08146650817856603,0.03994424579871535,0.3426552784824214,0.06253383057070436,0.06312514828789594,0.08886684455004032,0.3907074954280968,0.04252693708199814,0.060273773813346046,0.0635153168609292,0.4884765886203422,0.045907993402943735,0.029563355344609105,0.041921080016188134,0.7717790019553075,0.09906126951793262,0.022357884924314043,0.021378768232198114
8,2,0.5085704000512028,0.10622369136021376,0.05824055031188607,0.07908126753717198,0.5114858850162639,0.12667332263856174,0.07759370517499754,0.08076861309099037,0.3619119177984446,0.04334829289661053,0.03780647603856482,0.06494155841891693,0.41485621806778644,0.04691898036428829,0.03177191798726764,0.06701614940604642,0.45162758482119963,0.0611459950003222,0.04271234099984385,0.12176664185490148,0.5158451460884073,0.03385537785369035,0.018521871501647344,0.030482701113019085,0.4006016818112807,0.06959010812634704,0.06652583039636804,0.2052955324803833,0.3923590783878509,0.040162651380117445,0.021311908531376794,0.05190324567711948,0.36603330586848976,0.05897925852157354,0.05236537435413474,0.08154932788889727,0.6422937030081249,0.044332936109084606,0.04570295812593991,0.016143436767928822,0.4483965372912245,0.10407443479352768,0.08514232365477063,0.12175011018751304,0.43670414204904656,0.07571661046840182,0.09485570217922559,0.06648399572324548,0.5061663221399287,0.07991359555093136,0.04771026683672933,0.0818278829030177,0.6487642378873213,0.08253714628795343,0.022157004026615294,0.028717799165734886
8,3,0.5629548511309235,0.06880372609682485,0.042875645135298915,0.040877269906785745,0.5643875883315195,0.10188879331809336,0.07125128941369566,0.05833020339194025,0.31488579006838446,0.03238660739095843,0.03160941326694505,0.03656225831977393,0.38291015430242503,0.04493126472978534,0.03685137523976527,0.06078113602962941,0.46670838771126627,0.108408364566139,0.0873864389432488,0.1585531200699495,0.5113921070403827,0.06381919954778084,0.0395097010431576,0.04237438201459528,0.4970438934376299,0.04092844786069228,0.04377976855395372,0.10397082959278914,0.43594650550805303,0.06276051150038353,0.041989614883015426,0.07265313410512153,0.32827725130929875,0.04976392777137638,0.054041370998002186,0.06829715664847391,0.46226009778503546,0.06527377444444006,0.14548990946337054,0.05581273512796584,0.45189280709878255,0.09560188141974343,0.08539795799555897,0.09371547587709173,0.4406373677718033,0.09164894863325844,0.12755967427230439,0.09851687969393505,0.5275743145612412,0.07658872708114509,0.05024687194496396,0.0626701669035371,0.6893163704159154,0.11785516147004732,0.0438827923458122,0.048262687472336
8,4,0.6337935126860906,0.07111544733618663,0.04191056085845777,0.02796636703848332,0.5957350747885077,0.0737797945898002,0.07405821037471291,0.046291882902709094,0.32276184335466035,0.06191804981173731,0.08838050802711221,0.0689724163896678,0.4208998258581692,0.06979661383286037,0.06876837695079549,0.10278352070411519,0.3859032526652831,0.08159439968773649,0.09990860970544392,0.11274998293315491,0.41639655560197947,0.06132651529459937,0.055638975193772984,0.05455195437635102,0.29962547530569983,0.07294431869438439,0.08561563289763485,0.1626236106723351,0.4029369350733272,0.08705910533149419,0.07369243549131378,0.1547638078730737,0.31252304311472084,0.08057276789417275,0.0963511630359748,0.109757641856384,0.4521017133630409,0.04475630624933905,0.16644886269753703,0.04119269261031061,0.39113065637712996,0.04702450039667999,0.05321267541140976,0.043278850226353534,0.28960339021176146,0.07331900930686419,0.10989957534242079,0.0555201151166545,0.5894675440449428,0.08950934156776788,0.055716462870817746,0.07417779527913605,0.5611474988651092,0.06969914038644143,0.02635866987707559,0.03469410311664279
9,1,0.5737594029639962,0.019531689920191844,0.005454949384312072,0.005983449119155574,0.6655033003407864,0.016195092071604144,0.00547809438526012,0.005947774016443871,0.6152865365894163,0.04932699349669812,0.027953015043274774,0.03880663856377363,0.605912431357918,0.06695666780927192,0.036570080415441374,0.09015033776618028,0.6720301416073035,0.032892470982136296,0.01602949573988618,0.022692728159448602,0.47179359920098984,0.04019808840838619,0.019538254785156674,0.02741717602007193,0.6169357029232737,0.029878149769975094,0.014929575689117182,0.028072875725430598,0.5752360248020306,0.05035682041010067,0.02868093311900598,0.06243307329183516,0.6062766533054903,0.05724530159914505,0.05360226856527761,0.08948382467280849,0.49149363378941446,0.02993688351620874,0.04137471061888849,0.042204272963686486,0.6205435298796282,0.051740589295620476,0.034566744029411685,0.064588948731337,0.6701768163126227,0.03530502355670824,0.04638595442902273,0.08793946005642067,0.47644359070621006,0.04022470769723577,0.03120500505781484,0.2119758134877125,0.6051907176149444,0.06888587527176478,0.0391627659158075,0.1016852980472279
9,2,0.524148916883476,0.026019532595962583,0.006269763620003402,0.005976327303432357,0.6212298194754966,0.02748599023015686,0.007886756221910225,0.007944237572805877,0.6704868715057668,0.020654488453229505,0.01202436026461028,0.017769549638087703,0.5736511993050686,0.08733613332761012,0.05017118406477694,0.1082682180202761,0.6147286886497072,0.026943026734641023,0.01202236351283956,0.015731831772265264,0.7267977426870321,0.04910324918514786,0.0209887153214215,0.031844308181379524,0.711131932573761,0.022714961652408976,0.012659867949440929,0.023865788874030694,0.6716299250038528,0.01807614739963097,0.011888359938763996,0.026342623872154032,0.8124369797322762,0.032887855193263,0.046611108433129385,0.060175458494969115,0.4036219235994713,0.02531380961837004,0.06789194672107031,0.0633682682184023,0.7838458739663747,0.04339950156890433,0.03718110448190048,0.06060039982005888,0.6549623472751572,0.03725186452625179,0.07731947240794403,0.09850781992329422,0.7540310915687244,0.037149595696797814,0.02575155344001486,0.08346302720669548,0.8036186286351257,0.03705456746301927,0.02245493752541498,0.05981642765473613
9,3,0.7907602469499017,0.07337127497982995,0.023549970824677625,0.026033945147060394,0.7802164168816751,0.08551389947450452,0.032164180944934985,0.03633639244344436,0.4758824084649887,0.12868053654670666,0.08950557730311556,0.13027618779236486,0.3622184344154837,0.27688474254902196,0.05602247764248071,0.12908968884504257,0.6666293506053564,0.13059689112512707,0.05269663978618188,0.07181762403430142,0.6655098030828501,0.11528922601044478,0.049786030291533126,0.06935707912338095,0.5180582831718643,0.09303558895443663,0.05992513677618485,0.11985886824120306,0.5465123159732224,0.0875019062057858,0.06284192854504089,0.15916837545502116,0.39684516298083966,0.1520737904977208,0.11411968115821247,0.2001229210380039,0.4396331939673482,0.0516954106994381,0.14191487369868602,0.09523996129765888,0.39298501232728167,0.17707385453320998,0.10119566257259284,0.18194221368805796,0.31215826118245765,0.13359693415774737,0.19610347838867262,0.22316115791271446,0.405462851421346,0.059423363238879506,0.04348349600313437,0.279203175854019,0.45129104853026514,0.11322545228779521,0.08121080449059473,0.2366735682750537
9,4,0.6308022846233269,0.044957743590768574,0.020118039806792155,0.023540624100833726,0.3873799907251832,0.019177384045963995,0.009852447595120137,0.012740300202192276,0.584577103795906,0.033659909739943636,0.026964189204432085,0.04494231424912569,0.2860144887110791,0.1569814102345948,0.08208524387800863,0.23600470753147382,0.6958296815466967,0.045692436311584574,0.025287330426267983,0.039386964370666286,0.5080690560931344,0.062271873964278655,0.04194528497242674,0.07721239140276481,0.686423771831194,0.043332102805041,0.0206180001193433,0.04463709617252576,0.584224440683177,0.07157920320356186,0.055736529350094995,0.1546016632032886,0.3487971388761244,0.10331739736878565,0.12557244805333526,0.21821146940053046,0.23488656479156408,0.07747215775144566,0.2136483063833585,0.2186476517668603,0.3012462985724642,0.11260108919401524,0.13049215215388033,0.2531196723243849,0.3350557533898625,0.08359761628885921,0.15869091331504684,0.1821268883801492,0.6781016231031438,0.06699522570661756,0.026394519309063072,0.07176246613839034,0.3283687837946429,0.07259847201902389,0.0635890802834433,0.23828334762911382
10,1,0.5036519411861043,0.17701719784717262,0.09713044798196652,0.1711525209997345,0.5804659389497514,0.16096786362471563,0.07759948921937806,0.11579170409801834,0.2968984996271336,0.16156753073831445,0.13359103289480712,0.32036464896716177,0.2717117323771573,0.0959439826861409,0.20024614838808466,0.3157165931581134,0.49286564518686865,0.060880189222940945,0.04153357079596649,0.04825221662528613,0.5979658621991915,0.08301239271537547,0.040038620950729215,0.0905143511381136,0.3848475058116148,0.13423895500774852,0.10766697333102467,0.25352262615783344,0.5234501359105502,0.032086242367209,0.027348314001287836,0.1354529173012961,0.39443492127039215,0.1668438558873227,0.120350874347137,0.23042819152921784,0.3795921335757664,0.13216140219357586,0.1419807628173984,0.23463551569683302,0.33219965332001933,0.15849647966719557,0.1335585554247409,0.30122578977762804,0.3779990908330679,0.11560927630010374,0.16191212475792738,0.2575473388758669,0.48314712573382,0.09493365468753315,0.0826014666204831,0.22369737297896605,0.2439370372469431,0.08150397237354923,0.08202768196077447,0.46037862507289734
10,2,0.5911821460328157,0.1412929672572591,0.044703952111037365,0.06733909098872155,0.6986176901204392,0.15842812676988163,0.04710026315422931,0.05468545939528684,0.4476014885908441,0.15849228799780518,0.09617680438569852,0.1765434402236598,0.5742217406320959,0.14670370204653288,0.08707006254564809,0.1292821573133348,0.6953476918811152,0.04661424104969186,0.018575414200246707,0.02419731740551395,0.7008484454486545,0.04105452571977969,0.014643258772984826,0.020541840979123538,0.36881438644319664,0.011585195464810363,0.005424053334182832,0.014782657368902111,0.442678795304603,0.006515173605618707,0.003640411324613988,0.00868253986387179,0.49780646541074647,0.1529263828082011,0.10423739146427793,0.20747822711636815,0.5233134967036369,0.1259046437108533,0.1125097651762877,0.14071751879046596,0.41091118767697266,0.14759438048933643,0.11000532639028392,0.1770348320566423,0.3930299103057629,0.13845041905418462,0.15964737121206135,0.2260471935971568,0.5810102868995383,0.11976402480877697,0.07576981678727586,0.15931370400903444,0.40542657919593666,0.09341817988775693,0.06996109548090512,0.3289879347490069
10,3,0.6045988804492887,0.09347000563363878,0.03532889691814104,0.05934103083274295,0.6453829386784944,0.15342008985027888,0.05671797571259875,0.07365381721050177,0.2989135641263261,0.12390235976490901,0.09816774335869648,0.2285790409690534,0.25504512787438044,0.1249635862895548,0.17301720647694693,0.31937498036151746,0.6239533788370725,0.09508395331850986,0.050882031007592095,0.06447938319275749,0.6543969298343327,0.06781401559162203,0.028327853906290865,0.03657627993096385,0.5529330780377871,0.007222626424900696,0.003727856051773761,0.012996338666170592,0.6518037932760655,0.010128066737070073,0.0051940948988595925,0.01430491337932624,0.3197609981258629,0.16779946549749064,0.12352025850735313,0.29134506562462575,0.36567779220820856,0.1429517254986436,0.16211938642240908,0.22573029528736385,0.31052677303459614,0.17814870128883978,0.14900436792458996,0.27717164858299786,0.2911718866967331,0.15268423909272225,0.2062323017088134,0.2618712753841393,0.6182434512575431,0.10181340688351448,0.057547002182926035,0.09927585813227294,0.3295900706569228,0.12066803706357157,0.10382339107149573,0.28506934790030825
10,4,0.5335715500382121,0.13776577162321227,0.05276560532687996,0.10428554018232457,0.5837305427454463,0.15831421153737207,0.06055066884522639,0.09095742099668944,0.4460563853906108,0.14773072892579173,0.10480047112963736,0.25081036991374495,0.5926568659552269,0.13590367748916488,0.07092787212477468,0.17385105021218594,0.548194403059389,0.05892385954288895,0.0263324619992389,0.04535379391227067,0.6029616266919748,0.10340188151803437,0.04925566203397806,0.08688913501048187,0.6611770456886241,0.018990252149307208,0.010571001917352526,0.036807268097817536,0.3889794582345875,0.01114139073015444,0.006510585874211136,0.026890301766110826,0.28545507560430156,0.1679807804511942,0.13619094049556665,0.32019302294413365,0.5960806428346757,0.06081809793505181,0.04937625380540913,0.08355685563264424,0.2676353328492178,0.13463563088434477,0.13302400118336796,0.3597129147897393,0.3937076126847367,0.13032131421624937,0.11667044958181057,0.2191107578094323,0.5449082035712813,0.08243380097615426,0.04101116482830826,0.15944802453426227,0.21641035599406144,0.07428615288699146,0.06873403499221835,0.40681991282290453
11,1,0.566707655139251,0.06360950369680954,0.02879735539936472,0.05261850232916214,0.610591444468169,0.12833595974098808,0.04676627846602002,0.0767392534229129,0.576754731799951,0.09314019485563557,0.03186097102108703,0.07316221328954614,0.3044978090477602,0.1246045809420831,0.16309363948940217,0.3119693259903147,0.5577609846104978,0.07815964358447174,0.045099157220777154,0.08309302837166395,0.5908595335593118,0.10270457146270126,0.05502302628544031,0.09588952464068509,0.42976642574611196,0.07219176273422319,0.03626717058288558,0.12608208983684932,0.40638807251199666,0.08192874728272775,0.07894774261194051,0.27941381144847677,0.3492943356910689,0.11722961163893775,0.09677649218052292,0.2651346327522458,0.8828634004955924,0.029754942422289248,0.021510334450589665,0.041543781873996245,0.5163535135327497,0.09625145389722395,0.04663421778751311,0.1365496348412066,0.5038564443196041,0.08092687206489267,0.06446671161094755,0.11592411406126425,0.35469485983039095,0.08886060905137447,0.06190280548483623,0.34772592127682045,0.34669792850525527,0.11156812141058217,0.09308902273753149,0.3393694803680452
11,2,0.6542105129773393,0.06867194944835994,0.022993821087214338,0.0386150689550452,0.6313561976774963,0.11312116699878,0.030087923488446678,0.03934336049438841,0.7209348396097683,0.06888280773580055,0.02004288995880649,0.04191163330476788,0.464440068264575,0.09334608138685774,0.07490273485643782,0.15090375976482395,0.32066576763411514,0.03296327003912858,0.0145642103316875,0.02917139602482756,0.5939090260520219,0.07950672504266261,0.030124499487719846,0.05275614703485971,0.5892250040016015,0.0515931296523731,0.020304031210800776,0.05827347833566396,0.3006271343934147,0.024985270490545955,0.01882133536544129,0.06256658656774772,0.45568615202819,0.07319171380521305,0.06580439250866686,0.15854621403184882,0.649248243411483,0.020626829274583175,0.012705338035697499,0.02082301375543661,0.6514694724880341,0.07004142274530616,0.02931377790700543,0.06338818016704036,0.6511625960487867,0.0809272627847106,0.039122872839770714,0.07012662027441172,0.5919256840854336,0.055636675938496416,0.03028298175993413,0.11200524544017246,0.44413518802422813,0.07937267072201235,0.06300776057950275,0.2464751125419049
11,3,0.636161764078923,0.07240956694737416,0.0289924355258189,0.06763720244501992,0.5217533813062083,0.13780432107223048,0.047613479615448054,0.11710696923941105,0.357228667402133,0.09190381462992653,0.06354412953169467,0.25393349537083837,0.2870114241734575,0.13576420922508314,0.09588697945595447,0.290893500564783,0.4247667996014687,0.10484948361923546,0.05950216357782757,0.18004404761105652,0.571589597506269,0.11763620485007308,0.059981021158945366,0.13020141603652075,0.3887954821445965,0.05535832603014654,0.04928611543769686,0.20931245681208288,0.3661744098905558,0.09395573170783558,0.07355308694230502,0.29068390100064245,0.4201600625254324,0.12079730800057699,0.0821425946357439,0.2421532209455497,0.7613491197719192,0.061693468418718214,0.0325230059014955,0.07222490733495746,0.35343210944034265,0.1038242153160905,0.08479844391585646,0.298276252183489,0.3383591555579736,0.12077072736572864,0.06750388368312585,0.22069064770443544,0.6365587162560531,0.1133833093010143,0.034742398208898684,0.07486217591526265,0.32737650867297563,0.11437383263179701,0.08803288088854672,0.3449247192175322
11,4,0.4830048524861945,0.029149331844470595,0.011183267295670235,0.02895633948972485,0.586412921769527,0.05312783795553404,0.021153585367877856,0.058296648189834724,0.6049964350856536,0.0548016419785861,0.02472052233110691,0.07827640364103267,0.5160164296456711,0.06293867435316326,0.02915264744062977,0.0720609953775574,0.5201728780918825,0.030102867723323424,0.011766317456975477,0.03449457891268234,0.4477530860316594,0.028203060504715563,0.01233033019843658,0.03635516200058655,0.5680234726949235,0.032262859778457026,0.018939496760212057,0.07571133009026637,0.5393932513559409,0.020963095530226582,0.012707070597267629,0.04282758457971711,0.46863915687064545,0.0895535123157725,0.059930559188149664,0.1845115014141709,0.4050201730425013,0.12547184121053276,0.09840687243042191,0.24476956719981713,0.5247132954783305,0.07718250319335207,0.04717227190490377,0.19634197358417188,0.5350856454277814,0.03470733768832276,0.01559586491426044,0.053363053266047025,0.6287246604669138,0.10095827277202768,0.02487290153847404,0.07136390038635272,0.3854187386713016,0.07837569538101176,0.04735397807379429,0.23080005170880627
12,1,0.7194343340622756,0.08834715293304576,0.008874849837574937,0.01400397787524838,0.7575294434296609,0.09178491852393902,0.013594752114995954,0.019572343503020645,0.6970206002974034,0.1529456321069078,0.02731244413640558,0.03534276572455669,0.7350368223801258,0.1495396083304928,0.02286514763587683,0.02886193879731687,0.7218158988702122,0.04840576725973948,0.009360718362245038,0.011141752261952699,0.7607637711471722,0.09157961688235917,0.01777555040263255,0.02097136678119483,0.6689478192150184,0.04894091794754218,0.014283439103738568,0.020952859042242,0.7183661081813373,0.0608481493322334,0.024873449013522966,0.0361842695524664,0.7749894342971377,0.0908218223356158,0.032056381937572244,0.05402220288437732,0.7531424738248774,0.06715357266733797,0.024491679801468328,0.04387053034835753,0.527254888961625,0.03427318836096344,0.01021491659541414,0.023980017903317132,0.6794238363440993,0.13797710261828372,0.036947662528362284,0.058603780817054654,0.6933289589725876,0.12027440804805062,0.023153642703791708,0.042061854076427055,0.7417067180510981,0.08125581401423065,0.028933666275369096,0.08177573317369657
12,2,0.7240964845754465,0.08654513666829898,0.018614551291579958,0.023785214441070776,0.7720791045845515,0.0924342580579954,0.0235112486432505,0.033501676627347425,0.7120022589115512,0.10530480418914612,0.026999646167998968,0.04527451851501772,0.7778506415891089,0.06361668901105283,0.014805849401881241,0.025376772469211203,0.7809249609333953,0.06542625413631864,0.016701631583694778,0.02165476212108121,0.7741313982057764,0.05124827241511995,0.013715997086926179,0.0175325415951643,0.5517145533092401,0.04234649933551089,0.011034800551953683,0.023728259304757294,0.7359330825600368,0.07263608884605408,0.04174789577699175,0.03953446426700678,0.7117155617546781,0.06725784237316394,0.028987786792816495,0.06238646496420193,0.6820248106272679,0.021530254138912627,0.008612788158329578,0.016407877960565684,0.6491674401073436,0.08719117502603807,0.03335179065418279,0.11185344107710538,0.7237740876755897,0.06385526528573532,0.024935474754281317,0.05677070912762102,0.7706093211473064,0.07755132949844074,0.01610316086087221,0.028019513860547615,0.46502428707968535,0.12452022801422372,0.07199600820062739,0.2294492621423755
12,3,0.7012879703680963,0.09138322204382335,0.015537519863098842,0.023474716155750662,0.18781714629302934,0.01920645025186459,0.0037384849581510986,0.005865285033295973,0.46405055139730106,0.0624806277632584,0.022649847768861232,0.050802104783365304,0.5015691338767551,0.04699325480958232,0.013449060005841252,0.028499569429282223,0.7120817919765092,0.03868294876449311,0.010174557695463495,0.011999038638443208,0.36715198880443917,0.02971959461894986,0.0076967677506288475,0.00874092372780192,0.16320718055414923,0.017918295335935953,0.006455094425168633,0.015051918936247558,0.5702891028111039,0.07026368730991805,0.028083987795064828,0.02461091566908264,0.4405925317980204,0.054126391828061275,0.025139754165654175,0.05879397338802054,0.46534313675275135,0.04109046905907144,0.016046835432353388,0.03333824379586945,0.4385832459894678,0.0822307542959533,0.042974392783798235,0.11225041523367345,0.4684688372415059,0.07460414650477855,0.03360678497341792,0.06440544900870768,0.6701059390701906,0.06868296397995513,0.014686738447411675,0.017948100768595557,0.40718461551881996,0.10289607676669077,0.054869511507384255,0.1515880882069787
12,4,0.41770510047181836,0.0363240499909029,0.008233377718187019,0.011572223018156764,0.4323031954073682,0.021568936964812886,0.007722379784977696,0.01143227557713068,0.652405310532358,0.12988614839027174,0.040472687821904836,0.0711009099766938,0.7254956440641255,0.12500302992182646,0.03204691939926949,0.06188163871936171,0.4610909770897623,0.050303826388517825,0.014557634117350091,0.017838177553687558,0.33548910860571973,0.032912579176162096,0.01139423347584123,0.014806590838501325,0.15427010900316884,0.011436963599954032,0.0037884054055463525,0.007455082181475842,0.4878821583071758,0.030293134152608446,0.011204591369134185,0.016093277480085766,0.7238713302219667,0.07646910652547657,0.04430167791606355,0.10206081752252953,0.5720503351591536,0.09845448384688002,0.05594533672248568,0.11026704141609903,0.4484122015097851,0.08182413053285756,0.0436079261175831,0.12974073639269074,0.5989946276374839,0.10014088015417887,0.04385347906061789,0.08863772250390756,0.7124110848504889,0.06771410603007605,0.014724135567451075,0.021894626100343095,0.5390185725445948,0.025681226984530577,0.0098122735448226,0.030936662962988158
13,1,0.6516407078510985,0.10055654856956059,0.044347230636784536,0.08732259579868351,0.433952490172942,0.14508267553081491,0.0985424566021935,0.20762824260784485,0.3388993175568049,0.11264092069976159,0.09443110032953121,0.2827716750732641,0.3925036246049675,0.10411789217050911,0.08931050373827423,0.23021669038987697,0.5408960885683016,0.13606401719477318,0.06885853484529748,0.17805785521602532,0.4327811425058917,0.10204228397322185,0.06472360241389796,0.16570651793844748,0.29909634837866717,0.10356299524791787,0.09433321778549486,0.36793664128309644,0.4084795787623487,0.047556390540184165,0.03343412655925412,0.180517186488644,0.32417419865826685,0.10283575142534712,0.11448548203748711,0.3460500682752573,0.2863603986344275,0.08899660648292784,0.11903856809386604,0.3683778654090671,0.44963375424879476,0.0918885594023674,0.10641013654733283,0.26601072143925764,0.3100999189853816,0.15124629687863717,0.11838699318586368,0.3262994696292065,0.48078815844120387,0.06135972756117759,0.054528292119978325,0.27221349907596615,0.28217793051624024,0.08563188768195619,0.08008269083957938,0.4066449143577593
13,2,0.6516324488488303,0.1569774691352812,0.05274426351272163,0.061904304109649,0.5321710722494108,0.15733186327623588,0.08165374126283559,0.12744395261467523,0.3973010032622639,0.12816035474375354,0.10388058825557371,0.2161005374339207,0.43069278657551274,0.14900499976375564,0.11490587956049493,0.19368958331197011,0.5623654591397036,0.13857426460810113,0.06578772115180417,0.12296711714064677,0.6143285142012367,0.07326555054998159,0.044822931431212305,0.09011336016166803,0.5555794482299374,0.09995493391310954,0.07026728302271988,0.2344502954172498,0.502461472940523,0.07315349510754551,0.03581859856303316,0.15471642838425426,0.3911941813556772,0.1258316343785756,0.1331135699619193,0.26270936365604436,0.5381041644658162,0.08286645855587325,0.10053302681962739,0.17962646973503035,0.4672473532548082,0.08701491509509242,0.09827136907602887,0.2779380137140047,0.2974819393694852,0.12978407458759733,0.13855980404915139,0.33114429451392147,0.7510461995494693,0.026089583858898244,0.011210365670668519,0.027833598207158108,0.4347789410472134,0.13181200324671807,0.07429168196076132,0.2569932608760994
13,3,0.5772954242965948,0.1252551620140561,0.058734866724186985,0.11601257755679242,0.4416419969219802,0.17099418586921103,0.11844213386974053,0.1989357891513301,0.2212870831064222,0.10816121450982219,0.11374484758305821,0.4490466220378398,0.3413225019061875,0.14544205528467535,0.11927443084498703,0.3037583897881635,0.526106371519718,0.12123060383528042,0.0631847452553455,0.21965780133878435,0.5963227488823301,0.08707861299394776,0.05480229367943488,0.14605032827774472,0.4236456548182725,0.06911423891833587,0.0688025502808191,0.3474798667450795,0.7183260785458879,0.04969544428747784,0.02468722722352441,0.11141908414317668,0.19106333768046527,0.07388558346530802,0.09539583191801883,0.5057813296511122,0.329237900354226,0.012596823993745333,0.016090505405218176,0.06511552802394943,0.2581315140194035,0.10660523821801202,0.17119541973870347,0.3602149928770463,0.2292498011544642,0.14781053359971025,0.13832043560593515,0.3843776325678505,0.7726450472973154,0.03896313361378409,0.01434720419332623,0.037770262673562906,0.24560435187398322,0.09148873790856679,0.09259796376819557,0.43462339111474113
